0.38344,0.62594
-0.17525,-0.026296
0.0022389,-0.0052711
-0.055378,0.10143
0.54676,0.45948
-0.069219,-0.90459
-0.15913,-0.025235
-0.19508,0.38794
0.21912,-0.20141
-0.094433,0.080181
-0.13771,0.070711
-0.49025,0.080492
0.017836,-0.0012894
-0.43094,0.20186
-0.20422,0.39014
-0.84608,0.026963
-0.31415,-0.44106
0.5336,-0.36319
-0.82908,-0.064736
-0.018574,-0.25145
0.12194,-0.23794
-0.77734,0.24485
-0.18398,0.0036767
0.8134,-0.51813
0.066186,-0.24716
-0.048428,0.09588
-0.30635,0.32287
0.16745,-0.23282
0.0003765,0.41148
0.0080495,0.0034518
-0.52374,0.018489
-0.022297,-0.91727
0.017427,-0.011669
-0.83493,-0.24097
-0.18444,0.77169
0.34395,-0.51482
0.0065577,-0.000534
0.031412,0.023623
0.0099614,-0.23387
-0.75273,-0.36575
-0.11845,0.40989
-0.29948,0.72916
0.2788,0.22318
0.49846,0.49931
-0.085859,-0.21811
0.17115,-0.23824
-0.11359,0.75389
-0.0396,0.099955
0.15669,0.37406
0.12468,-0.2397
0.68209,0.013294
-0.48349,0.060575
-0.13693,0.051289
-0.087587,-0.20009
-0.0030705,0.42703
-0.49705,0.59585
-0.47136,0.096007
-0.60124,-0.63937
0.010953,-0.26558
-0.10576,-0.17594
-0.44678,-0.31065
0.0031998,0.079675
0.015343,0.41542
-0.76005,0.28811
0.26857,-0.89854
0.60578,-0.73327
-0.44456,-0.28078
0.011626,0.0021986
0.3271,0.079168
-0.17057,-0.0089863
-0.50507,-0.022278
0.64607,-0.09634
0.021251,0.0053899
0.47974,-0.39442
0.17165,-0.21844
0.023296,0.038275
0.030288,-0.25554
-0.47766,-0.17151
-0.38178,0.27889
-0.75032,0.29324
0.14491,0.38065
0.21924,-0.1973
0.65696,0.10751
0.019523,0.074395
-0.8181,-0.20971
0.30324,-0.039551
0.014331,-0.01393
0.24097,0.30401
0.42428,0.58038
0.16957,-0.57583
-0.15863,0.028069
-0.78664,-0.29214
-0.33405,0.71659
-0.18833,-0.53469
-0.81978,-0.26358
-0.79929,0.22327
-0.40984,0.67008
-0.09516,-0.20092
0.59345,-0.2552
0.024844,0.041286
-0.26485,-0.85511
0.18626,-0.21233
-0.4789,-0.21773
0.14375,-0.58061
-0.16156,-0.0058356
-0.82815,0.15816
0.25896,0.27263
0.31932,0.18193
-0.44384,0.18253
0.032392,0.054147
-0.26387,0.36859
-0.0058603,-0.24814
0.083207,-0.23872
-0.1782,0.41579
0.30127,0.67732
0.075981,0.39539
-0.13125,-0.19089
0.30993,0.22892
0.88486,-0.41491
-0.81854,-0.17691
0.29135,-0.09158
-0.21036,-0.87722
0.9056,-0.37608
-0.25769,-0.49316
0.044938,0.010566
0.52929,-0.35647
-0.80945,0.14383
0.62605,-0.72206
0.016738,0.007831
0.59841,-0.23654
-0.33579,0.31215
0.37868,-0.50213
0.023398,0.072813
-0.090529,-0.19537
0.32323,-0.072384
-0.24897,0.7135
0.3436,0.055237
-0.44376,0.18443
-0.62063,-0.6122
0.51801,-0.37749
0.023286,0.050256
-0.0052438,-0.58842
-0.27923,0.34099
0.9744,-0.15424
-0.11944,0.06815
0.6316,0.26515
-0.8303,0.070753
0.25995,0.27617
0.30035,-0.53741
0.024258,-0.0035565
0.23374,-0.1703
-0.09128,0.76319
0.67006,0.066228
0.97812,-0.16024
-0.5135,0.042231
0.98985,-0.14834
-0.16805,-0.070506
-0.76386,0.28898
-0.12816,-0.18687
0.10597,0.7433
-0.001226,-0.0083803
0.012041,-0.27139
-0.094361,0.41865
-0.742,0.32107
-0.83536,-0.083764
-0.11942,0.08521
0.27044,-0.14452
0.87348,-0.44543
0.62521,0.29913
-0.56306,0.55035
-0.063868,-0.58113
-0.57515,0.54889
0.50837,-0.4016
0.024837,-0.91123
0.67908,0.057793
-0.64614,-0.59122
0.099955,-0.91286
-0.19461,-0.093554
-0.29301,-0.84682
0.65699,0.099657
0.63131,0.26929
0.63854,-0.15591
-0.17932,-0.54551
-0.63454,-0.60568
0.66172,0.11668
0.29406,-0.52119
-0.82684,-0.11665
0.42475,-0.84645
-0.15324,0.017893
0.038421,0.013851
-0.4919,0.024864
0.45699,-0.42928
0.98323,-0.11044
0.32792,-0.085731
-0.40796,0.22944
-0.83787,0.023417
0.048122,0.39265
-0.45943,0.16747
0.051413,0.41723
-0.50391,-0.73477
-0.33033,-0.83211
-0.13182,-0.16315
-0.46818,-0.18772
0.53789,0.42598
-0.82468,0.14134
-0.1559,0.056937
-0.5021,-0.041558
-0.46672,-0.22773
-0.17633,0.41709
0.28083,-0.53977
-0.39454,-0.32804
0.041852,0.058109
-0.053421,-0.57261
0.03683,0.060046
-0.30702,-0.47824
-0.35972,-0.44304
-0.51802,-0.69731
0.051701,0.036839
-0.47559,-0.22751
-0.022646,0.10371
0.70092,-0.66543
-0.79624,-0.23831
0.67153,0.095274
0.33877,0.039062
-0.009976,0.070356
-0.4758,0.12458
-0.094749,-0.2033
0.43186,-0.83765
0.64875,-0.023801
0.21211,0.32213
-0.078223,-0.20793
0.036075,0.40911
-0.25247,-0.86993
-0.4279,0.18942
-0.099318,-0.21132
0.039242,-0.25118
0.66899,0.009235
-0.81927,-0.13686
-0.50025,0.60776
-0.41299,-0.33178
-0.19031,-0.87249
0.20046,-0.20901
0.31856,-0.52673
0.11323,0.3938
-0.36721,-0.40727
-0.4065,0.2309
0.042785,0.04598
-0.40009,0.2585
0.032607,-0.24963
0.79021,-0.54651
0.033298,0.75881
0.0073381,0.062903
-0.11595,0.39864
0.48241,0.51149
-0.12487,-0.55509
-0.16433,0.014017
-0.3583,0.68979
0.011067,0.049049
-0.00060803,-0.0076246
-0.43862,-0.77517
-0.0029117,0.091369
0.34452,0.11775
-0.4418,0.63614
0.017384,0.10412
-0.47742,0.16646
0.30374,0.22409
-0.18143,0.71846
-0.83623,-0.11338
-0.40224,-0.32385
0.031734,0.041448
0.0040028,-0.2453
-0.10614,0.082775
0.54613,-0.33484
-0.18965,-0.53685
0.17106,0.34569
0.14611,-0.23808
-0.45987,0.11763
-0.051013,-0.57999
0.10544,0.38277
0.2379,0.28959
-0.029365,0.096206
-0.34688,-0.39796
0.29195,-0.10599
-0.088855,0.082081
0.8379,-0.52788
-0.82381,0.074473
-0.70993,0.38504
0.025576,0.01913
-0.41508,0.2129
0.65222,-0.087182
0.66387,-0.044414
-0.81876,0.1079
0.1898,-0.57853
-0.30625,-0.46672
0.24193,0.28876
0.0044659,0.07106
0.018514,0.073499
0.070422,0.74947
-0.35554,0.68677
-0.14608,-0.13705
0.03554,0.017055
0.53442,-0.35212
-0.0074095,-0.58341
0.54883,-0.7789
-0.80446,0.17657
0.51691,-0.37835
0.94331,-0.28796
-0.25045,0.37444
0.54262,-0.78414
-0.42451,0.21292
-0.34649,0.31243
0.037536,0.052118
0.0029383,0.080318
-0.1097,0.763
0.61065,-0.22556
0.027738,-0.57214
0.65727,-0.70684
-0.16835,-0.069718
0.00039961,0.0067276
0.19341,0.67357
0.61187,-0.23894
-0.17336,0.0012137
0.011689,0.067213
-0.3459,0.27812
0.014634,-0.0093305
-0.59592,0.53117
0.56173,-0.32502
-0.080739,-0.22158
0.33638,0.042339
0.085061,-0.2456
0.039149,-0.24929
-0.33315,0.2903
-0.15116,-0.11858
0.99593,-0.047413
0.3268,0.071979
-0.62975,-0.62652
0.5824,-0.75208
-0.089007,0.075279
-0.055485,0.41609
-0.12635,-0.17316
0.294,-0.099313
0.0055482,6.1331e-05
0.083496,-0.57793
-0.49278,-0.062212
0.24479,-0.57138
-0.57704,-0.65781
0.55078,-0.31921
-0.01397,-0.91579
0.23026,-0.18003
0.67492,0.004823
0.35022,-0.50123
0.16566,0.36144
-0.18801,0.0018734
-0.42298,-0.33059
0.14025,-0.92399
-0.16714,0.75104
-0.4654,0.61997
-0.3291,0.68848
0.32583,-0.0046683
0.028661,0.062727
-0.06005,-0.90645
0.014613,0.029331
0.031723,-0.2441
0.26077,-0.14848
0.020172,0.052257
-0.81877,0.05958
-0.1648,0.40556
0.0088131,-0.012381
-0.0016507,-0.24352
-0.36843,-0.40567
-0.016845,-0.90991
0.010556,0.0089904
-0.79824,-0.23717
0.057936,-0.91227
0.64761,-0.15028
0.75049,-0.60042
0.55708,-0.76923
-0.074054,0.75045
0.01137,0.071465
0.52584,-0.35162
-0.23004,0.37838
-0.33556,-0.43639
0.16623,-0.23253
-0.26903,0.34441
-0.48154,-0.13026
-0.12619,-0.18204
-0.63034,0.50987
-0.15482,-0.025357
