-1.241482138633728027e+00,8.691490888595581055e-01,1.026929914951324463e-02
-8.370977044105529785e-01,5.822564959526062012e-01,-4.931433498859405518e-01
-1.470219016075134277e+00,3.042808175086975098e-01,2.861627936363220215e-02
2.435711622238159180e-01,-2.040738105773925781e+00,4.576671421527862549e-01
-8.021323084831237793e-01,-1.082729339599609375e+00,-3.506827652454376221e-01
-1.291979789733886719e+00,-2.831360399723052979e-01,-3.615374565124511719e-01
-8.343023061752319336e-01,-2.403656244277954102e-01,-4.453424215316772461e-01
-3.300925493240356445e-01,-1.017354726791381836e-01,9.591403603553771973e-02
-1.200760155916213989e-02,1.343730568885803223e+00,3.985869288444519043e-01
1.313528060913085938e+00,-6.786943674087524414e-01,1.124445050954818726e-01
-1.275570511817932129e+00,-7.400235533714294434e-02,4.140604436397552490e-01
5.891011357307434082e-01,-1.817452311515808105e+00,-1.303763687610626221e-01
5.299847722053527832e-01,9.096051454544067383e-01,9.895525872707366943e-02
1.105626583099365234e+00,-9.732431173324584961e-01,6.521577388048171997e-02
-2.673039585351943970e-02,5.094530582427978516e-01,4.267905652523040771e-01
-5.636887252330780029e-02,1.083437442779541016e+00,4.996520280838012695e-01
-1.402378678321838379e+00,-2.566871643066406250e-01,-2.372353971004486084e-01
5.178319215774536133e-01,1.571192741394042969e-01,-7.292115688323974609e-02
-7.513939738273620605e-01,-4.607737362384796143e-01,-4.967661499977111816e-01
-4.394950270652770996e-01,3.915963172912597656e-01,1.556003838777542114e-02
4.498324990272521973e-01,5.659356117248535156e-01,5.111346021294593811e-02
-8.300122022628784180e-01,-3.161706030368804932e-01,-1.882368922233581543e-01
1.436141505837440491e-02,-9.564349055290222168e-01,-4.668688476085662842e-01
7.675958871841430664e-01,-1.521767735481262207e+00,-2.448694109916687012e-01
-4.338021278381347656e-01,-7.736427187919616699e-01,3.658745288848876953e-01
1.239390492439270020e+00,1.684494018554687500e-01,-4.179183542728424072e-01
-8.279701471328735352e-01,1.215307712554931641e+00,-1.405715048313140869e-01
-1.475446701049804688e+00,4.588028043508529663e-02,-1.677272617816925049e-01
-9.696584939956665039e-01,-2.534853816032409668e-01,5.218578577041625977e-01
6.806508302688598633e-01,-7.508226633071899414e-01,3.644867837429046631e-01
5.860908031463623047e-01,-3.532370030879974365e-01,-2.112295627593994141e-01
-2.326882779598236084e-01,-3.145351409912109375e-01,5.297328531742095947e-02
3.818237781524658203e-01,7.996867895126342773e-01,8.086749166250228882e-02
-1.166512370109558105e+00,2.678940296173095703e-01,4.728366732597351074e-01
5.109293460845947266e-01,3.857654333114624023e-02,5.025660991668701172e-02
-1.635115146636962891e-01,1.786738932132720947e-01,3.560608625411987305e-01
1.173253417015075684e+00,6.011607646942138672e-01,-3.931626677513122559e-01
9.188029766082763672e-01,8.199676275253295898e-01,4.697079360485076904e-01
8.543940782546997070e-01,3.019890189170837402e-01,9.966471046209335327e-02
1.286010384559631348e+00,-4.390648603439331055e-01,-2.315485477447509766e-01
1.436129093170166016e+00,2.006257772445678711e-01,-2.036592811346054077e-01
-1.359710693359375000e+00,-2.638602256774902344e-02,-3.457197844982147217e-01
4.118120670318603516e-01,-1.056675910949707031e-01,-6.876482814550399780e-02
8.744204640388488770e-01,4.702528715133666992e-01,5.000890493392944336e-01
8.535511493682861328e-01,7.401392459869384766e-01,-3.221340775489807129e-01
9.032030403614044189e-02,3.995341062545776367e-02,2.717108130455017090e-01
6.237450838088989258e-01,-1.527498960494995117e+00,-2.695998847484588623e-01
8.142464160919189453e-01,-2.457224428653717041e-01,-4.969010949134826660e-01
-1.649569422006607056e-01,2.612129449844360352e-01,-2.513802051544189453e-02
1.416206240653991699e+00,1.514995396137237549e-01,-2.484529167413711548e-01
1.969460695981979370e-01,-1.242378711700439453e+00,6.612666696310043335e-02
-8.358623981475830078e-01,-1.063464641571044922e+00,3.259331881999969482e-01
-8.039713501930236816e-01,2.442807555198669434e-01,4.740814566612243652e-01
-1.284825086593627930e+00,-2.206892073154449463e-01,-3.635415732860565186e-01
1.565099954605102539e-01,3.419662714004516602e-01,-1.568885743618011475e-01
7.906029224395751953e-01,1.147603511810302734e+00,-6.489579379558563232e-02
-9.552742540836334229e-02,5.314942598342895508e-01,-6.395753473043441772e-02
1.137904644012451172e+00,-7.751615047454833984e-01,2.453234344720840454e-01
-6.225967407226562500e-01,4.526889622211456299e-01,-4.423739016056060791e-01
-1.078635975718498230e-01,-5.461038351058959961e-01,-1.807595789432525635e-01
1.444504261016845703e+00,-1.773244440555572510e-01,-1.321613192558288574e-01
-1.430093765258789062e+00,-3.958244323730468750e-01,-2.313106507062911987e-01
-2.175667881965637207e-02,8.951058387756347656e-01,-4.734495282173156738e-01
-5.722732543945312500e-01,2.759816944599151611e-01,-2.714474201202392578e-01
-5.624912381172180176e-01,5.116738080978393555e-01,9.965476393699645996e-02
-5.243232250213623047e-01,1.264414787292480469e-01,-1.274014413356781006e-01
-2.606567740440368652e-01,-1.043855786323547363e+00,3.833342790603637695e-01
-2.661165595054626465e-01,-6.652653813362121582e-01,-3.648586273193359375e-01
-3.888295218348503113e-02,2.972167134284973145e-01,2.561171948909759521e-01
1.229696631431579590e+00,-7.627913951873779297e-01,-1.708610653877258301e-01
-1.433871239423751831e-01,-1.155647516250610352e+00,-4.621855616569519043e-01
-1.083270013332366943e-01,1.422747135162353516e+00,2.787882387638092041e-01
1.014583706855773926e+00,-5.904623866081237793e-01,-4.827474355697631836e-01
-1.199994683265686035e+00,2.593783140182495117e-01,-4.603390097618103027e-01
1.821842491626739502e-01,1.390301823616027832e+00,2.536414563655853271e-01
