-8.177735805511474609e-01,1.390442252159118652e-01
-1.297831535339355469e-03,8.796948939561843872e-02
-1.955450773239135742e-01,-8.758048713207244873e-02
-9.546645283699035645e-01,-5.643558502197265625e-02
7.353681325912475586e-01,-6.839697360992431641e-01
3.037428855895996094e-02,5.634098052978515625e-01
-1.393118500709533691e-01,-9.203075766563415527e-01
-1.983071863651275635e-02,-1.217289119958877563e-01
-1.961403489112854004e-01,-7.455995678901672363e-01
-9.086211770772933960e-02,-1.667887419462203979e-01
-1.103610098361968994e-01,-1.672559976577758789e-01
2.569958865642547607e-01,-5.624774098396301270e-01
3.867973089218139648e-01,6.205343008041381836e-01
6.803856492042541504e-01,2.906885147094726562e-01
-9.591861814260482788e-02,-2.862111330032348633e-01
1.771430373191833496e-01,6.794553399085998535e-01
2.693252563476562500e-01,2.259739488363265991e-01
7.236647605895996094e-01,-6.787114739418029785e-01
-2.051975727081298828e-01,-4.110108315944671631e-02
-4.962264299392700195e-01,6.168888211250305176e-01
2.701400518417358398e-01,6.588872671127319336e-01
9.656012058258056641e-03,-5.355351567268371582e-01
7.232170701026916504e-01,-5.151571631431579590e-01
6.836001873016357422e-01,1.348068118095397949e-01
-8.402907848358154297e-02,-9.130434989929199219e-01
2.620244026184082031e-02,3.793631792068481445e-01
4.055628180503845215e-01,-8.289346694946289062e-01
3.034034371376037598e-01,-5.062960386276245117e-01
-1.577439457178115845e-01,-1.224832236766815186e-02
-2.833649516105651855e-01,-7.982668876647949219e-01
4.355275630950927734e-02,5.513636395335197449e-02
9.454505145549774170e-02,-8.381090313196182251e-02
2.478461898863315582e-02,-2.267806529998779297e-01
6.394744664430618286e-02,-2.990399003028869629e-01
-6.363162994384765625e-01,4.535970687866210938e-01
-7.304996252059936523e-03,-6.019747257232666016e-02
-1.076316237449645996e-01,1.422172784805297852e-02
6.493462920188903809e-01,1.379144191741943359e-02
-1.949708610773086548e-01,-7.455486059188842773e-02
-6.503787040710449219e-01,4.628316164016723633e-01
1.807788014411926270e-02,-9.478947520256042480e-02
-1.424104571342468262e-01,4.653243720531463623e-02
-6.332317590713500977e-01,-1.135045140981674194e-01
2.160641849040985107e-01,7.251390218734741211e-01
5.165163278579711914e-01,3.914488852024078369e-01
1.411689072847366333e-01,-5.562073364853858948e-02
1.939961612224578857e-01,-5.791012048721313477e-01
-9.620463103055953979e-02,-1.667856872081756592e-01
-1.429471522569656372e-01,4.488455504179000854e-02
5.055972933769226074e-02,1.016516983509063721e-02
1.092220842838287354e-01,7.582449913024902344e-01
1.786657571792602539e-01,-1.203222572803497314e-01
1.192930340766906738e-02,-5.872235298156738281e-01
-1.670872122049331665e-01,-4.375461041927337646e-01
6.445080637931823730e-01,1.573177576065063477e-01
